"","reviews"
"322","정말 개봉관이 적은건 사실입니다. ㅠㅠ 저두 겨우 시간맞춰서봄  "
"323","어머니께서 예매해달라고 봤더니  밤 11시 밖에 없음. 어르신들이 많이 볼 것 같은 영화인데 그 시간에 넣는다는게 말이 되는지? 어머니가 엄청 아쉬워하셨다. 개봉한지 얼마 안 되었는데 상영관이 너무 적다. 보고 싶은 사람들도 못 보는 현실.  "
"324","영화 보고 너무 감동 받아서 부모님 모시고 보려고 했는데.... 상영관이 없어서 못 봤어요ㅠㅠ  아마 큰 영화들이 영화관 점령한 듯  "
"325","인생의 버킷리스트 지금부터라도 세워야겠다.  "
"326","아버지가 생각 나네요.  "
"327","우리의 아버지 할아버지 어머니 할머니 그들도 그들의 롤 이전에 그들만의 인생이 있는 인간이었다....  "
"328","우리 할아버지들 꽃길만 걷자 ~~ !  "
"329","친구 가족 인생 모두 담고있네 감동은 덤  "
"330","인생의 의미에 대해서 다시금 생각해보게 되었습니다.  "
"331","잔잔하게 여운도 남으면서 기분좋게 봤습니다  "
"332","여자친구랑 볼만한 영화입니다  "
"333","역시...마음은 이팔청춘...늙지 않는다...단지 이런 배우들 모시고 편집과 연출과 대본의 부족함이 아쉬웠다...양희은씨 노래 너무 좋아서 바로 구입 ㅋㅋㅋ 나의 부모님도 저런 노년을 보낼 수 있다면 얼마나 좋을까...그리해드릴수 있는 내가 됐으면..  "
"334","꽃보다 신구 !!! 너무 재밌게 잘 밨습니다 .  "
"335","내가 늙으면 저렇게 의지할수 있는 친구가 많이 남아있을까 ㅠ 슬퍼진다  "
"336","좋은 친구외 함께 나이 들고 의지하면서 살 수 있다면 그것이 행복일 겁니다. 돈보다 명예보다 더 소중한 사랑.  잔잔한 감동이 있응 영화입니다.  "
"337","꼭 우리 삼촌 같네 ㅠㅠㅠㅠ 보고싶어요 삼촌  "
"338","기대 별로 안했는데 재밌게 봤어요 ~~ ㅎㅎ  "
"339","잔잔한 가족 드라마를 원하시는 분들께 적극 추천해드려요!! 웃음으로 시작해서 마지막엔 눈물까지... 너무 좋았었요 ㅠㅠ  "
"340","저는 요즘 너무 화려한 영화만 봤어서 그런지 잔잔한 웃음과 여운이 남아서 정말 좋았어요  "
"341","박인환,신구,임현식,윤덕용 배우님들의 자연스러운 연기와 예쁜영상 그리고 또 다른 느낌으로 다가오는 황혼의 이야기들!  "
"342","어제 부모님이랑 보고 온 친구가 추천해줘서 봤는데 저는 무난하게 봤는데 부모님께서 엄청 좋아하시더라구요!! 가족과 함께 보러가시는걸 추천합니다!!!  "
"343","진정한 남자들의 이야기, 우정에 대해 다시 한 번 깊게 생각해보게 되더라...  "
"344","감동과 재미가 함께한 좋은 시간이었어요.  "
"345","정말 나이는 숫자에 불과할뿐...이구나를 느끼게 되실꺼예요  "
"346","비밥바룰라 쉬즈 마이 베이베..좌충우돌 유쾌하게 노년의 버킷리스트들을 하나씩 이루어가는 모습에 미소짓게 되고 눈물 짓게되는 영화  "
"347","관람객자연스러운 스토리 흐름과 연기가 좋았음  "
"348","산구 선생님 최고입니다!!  "
"349","임현식 샘 너무 귀여우심...네 배우분들 각각 캐릭터가 너무 살아있다.네 분의 배우들만으로도 볼 이유가 충분한 영화  "
"350","친구추천으로 봤는데기대 이상으로 느끼는게 많았네요부모님 모시고 한번 더 볼까 생각중!  "
"351","괜찮네요. 울다가 웃다가.. 하네요...  "
"352","죽음의 길에 친구들이 있기에 행복할 수 있는 모습 느끼는 바가 많았네요  "
"353","난 왜 보면서 사랑이라는 단어가 생각이 났는지 모르겠다.. 아름답지만 슬펐던  "
"354","좋으다 좋으다!!! 추천이요. 가족영화!!  "
"355","너의 젊음이 너의 노력으로 얻은 상이 아니듯이 내 늙음도 내 잘못으로 받은 벌이 아니다  "
"356","보고왔습니다.. 눈물 잘 안흘리는데.. 여운 남네요 따흐흑  "
"357","시니어벤져스~~~~ 연기장인분들이라 연기 장난없네요  "
"358","한국인의 감성을 잘 표현한 영화  "
"359","나는 저분들 나이쯤 돼서 저렇게 살 수 있을까 많은 울림을 주는 영화다  "
"360","뭣이 중하냐!!!! 뭣이!!  "
"361","아버지랑 같이 봤는데 재밌게 보셨네요 부모님 모시고 보기 좋은 영화!!  "
"362","비밥바 룰라 쉬즈마 베이베~~~ 흥얼거리던 옛날 노래 그대로 돌아가는 느낌입니다  나이는 숫자에 불과하지 못하지만 청춘이 됄 순 있다  "
"363","올드한 느낌이 든다 싶을 때 배우분들의 연기내공이 느껴진다원로배우들에 의한 그들의 영화 좋다  "
"364","아름다운 드라마 아버지가 보고싶은 오늘  "
"365","꽃할배 할부지들 너무 친근해서 좋았어요아버지 전화드렸네요.  "
"366","황혼에서 맞는 아름다운 이야기 드라마가 있네요 좋아요  "
"367","한국에서도 이런 시니어 영화가 많이 나왔으면 합니다  "
"368","신파라기엔 너무 뜨거웠다.  "
"369","아버지가 하고싶은 것이 무엇이었는지 조금이나마 느낄 수 있는 작품이었습니다.눈물이 나는건 어쩔수 없나 봅니다  "
"370","자연스러운 네 원로배우분들의 연기가 일품기분 좋아지는 청정 드라마  "
"371","비밥바 룰라~~ 재밌기만하구만할배들 건강하세요~~~  "
"372","관람객우리 아버지들 모습 보는 것 같아 짠햇어여ㅠ  "
"373","관람객보는 내내 행복해지는 기분 ^^  "
"374","편집 영화 자체는 아쉬웠지만 뛰어넘는 감동이 있어 10점!!!  "
"375","기대 안하고 봤는데 감동받고 왔습니다.여운이 남네요  "
"376","임팩트는 없지만 소소함으로 충분하네요.  "
"377","비밥바룰라~~~~ 노래 계속 맴도네요명품배우분들 연기가 돋보였습니다  "
"378","감동과 재미가 함께 있네요비밥바룰라~~ 쉬즈 마 베이베~~~  "
"379","시니어 어벤져스에 버킷리스트 실행기짠하네요추천합니다!  "
"380","대한민국의 모든 아버지 건강히 오래오래사세요!!!  "
"381","좋네요. 충분히 좋아요  "
"382","좋으다 좋으다할부지들 짱!!!!  "
"383","마음이 따뜻해지는 영화네요재밌게 봤습니다  "
"384","인생에서 한번 쯤을 볼 영화  "
"385","할부지들 감사해요..오래오래 건강하시고 오래오래 연기해주세요  "
"386","이 영화에 공감한다면아직 남은 인생이 살만할 듯 하다  "
"387","뻔하지만 그 뻔함에 또 속아 울었다.시니어 어벤져스 대단하다 흑  "
"388","배우들 연기가 너무 좋았어요.재미도 있지만 감동적인거 더 와닿았던..좋은 작품 감사해요^^  "
"389","노년의 인생에 대하여.. 나의 노년으 어떠할까  "
"390","여자친구랑 보러와서 어린아이처럼 울었네요.부모님 모시고 다시 보려합니다.  "
"391","사랑합니다. 모두의 아버지 어머니  "
"392","감동적이고 재미있네요.정확한 평  "
"393","삼촌생각나네... 아휴 ..  "
"394","영화가 아닌 나의 가족 친척 사촌 그 누군가의 이야기 같아 눈물이 흐르는걸 멈출 길이 없었다짜임새의 아쉬움따위는 중요하지 않다올해 첫 리스트 영화  "
"395","덤덤히 느껴지는 죽음의 자세 무엇이 중요한가 우리의 인생에서...  "
"396","아.. 생각지도 못했는데... 울었네...  "
"397","어머니랑 보고 돌아가신 아버지 생각나서 펑펑 울었네요..  "
"398","이런영화가 잘돼야 하는데  "
"399","재미있네요ㅋㅋㅋㅋ감동적이기도하구  "
"400","슬픔..노년에 대하여...  "
"401","아침부터 아버지 생각나서 울었네요...  "
"402","노년에 국한하지 않고 젊은 저에게도 공감이 가는 영화네요. 추천합니다  "
"403","최근 모든 영화 다 봤는데 진짜 역대급으로제일 눈물이 많이났다 흐느낄 정도로..여자들보다남자들이 더 많이 울거같다..흥행했으면좋겠다 정말 멋진영화..굿  "
"404","오늘 부모님과 함께 관람했어요~오랜만에 가슴뭉클한 영화였어요~울다웃다 시간가는줄 모르고봤네요^^  "
"405","누구나가 나이를 먹는건데 잘 늙어가고 싶다는 생각이드네요. 가족도 친구도 가까운 사람한테 잘해야겠다 싶어요!!  "
"406","외로우니. 재밌게 사니 어쩌니. 다 사치임.  평생 쇠가 빠지게 일만하고. 일 못해서 죽은 귀신이라도 붙은 거 처럼. 일만 하다가 돌아가셔서  "
"407","진짜 강추영화 !! 이런영화 많이 나왔으면 좋겠습니다!  "
"408","관람객한편으로는 재밌지만 한편으로는 씁슬하네요 나이를 먹는다는게 ㅠㅠ  "
"409","어머니랑 같이 갔다왔는데 엄청 웃다가 나오심 ㅋㅋ  "
"410","관람객부모님 모시고 보러가기 딱 좋았습니다 다른 영화들에 비해 유쾌하고 시간가는줄 모르고 봤어요~ㅋㅋ  "
"411","관람객상영관좀 늘려주세요 이런영화를 많이 봐야지  "
"412","관람객친구가 참 중요하구나 늙어서 혼자면 너무 외로울듯  "
"413","생각 이상으로 잘 만든 영화. 생각할 거리를 많이 가져갑니다.  "
"414","내평점제일 빠른시간이라 별기대없이 봤는데 부모님 모시고 한번 더볼려구요  "
"415","꿀잼입니다 꼭보세요 강추요 ㅋㅋㅋ  "
"416","고령화가 진행됨에 따라 노년층의 고충을 다각도로 전달하려함은 알겠으나 ..장르와 개요는 코미디가 아니요, 신파극에 가깝다.  "
"417","오랜만에 훈훈한 영화 봐서 좋네요^^  "
"418","나도 나이먹고 저런 친구들과 함께하고싶음  "
"419","재미도 있고 감동도 있는 영화인데 상영관이 너무 없네요ㅠㅠㅠ  "
"420","추운겨울 마음이 따듯해지는 영화!  "
"421","좋네요.. 인상 깊게 보고 왔습니다  "
"422","스토리가 짜임새가 있고 지루하지 않음  "
"423","부모님이랑 보러갔는데 정말 좋아하십니다  "
"424","보면서 저까지 힐링 되는기분 ㅎ  "
"425","배우들 캐미가 장난아님 ㅋㅋ  "
"426","관람객부모님과 함께  보며 참재미있었네요  감동적이예요  "
"427","관람객유쾌하고 감동적이에요 현실적이어서 공감했고 또 한편으론 부럽기도하고 코끝찡했네요  "
"428","부모님들께도 좋겠지만 난 진짜 내 친구들 데리고 와서 보고싶더라ㅠㅠ 할부지들 짱!!  "
"429","역시 믿고 보는 배우들 ㅠㅠ 아직도 여운이 쉽게 가시질 않네요 최고 ㅠㅠ!! 진짜!!  "
"430","나이 먹고도 나의 고민, 나의 생각을 끝까지 믿고 이해해주는 친구가 있을까? 친구들아 보고있지??  "
"431","우리 할배들 하고 싶은거 다해!! 진짜 강추!!  "
"432","부모님 모시고 또 보러왔어요!! 부모님께서도 할아버지 할머니 모시고 와야게다고 하네요 ㅋㅋㅋㅋ 할아버지들 연기들이 진짜 대박 ㅠㅠ  "
"433","믿고 보는 배우들 덕분에 약 100분 내내 행복했어요!!  "
"434","여자친구랑 심심풀이로 무작위 영화보기를 했는데 완전 얻어걸렸네요ㅠㅠ 너무 좋았어요  "
"435","하... 너무 좋았어요 ㅠㅠ 일요일 아침부터 감성터지고 갑니다  "
"436","잔잔하지만 찐한 여운이 남는 영화, 부모님 모시고 보러가면 좋겠어요  "
"437","마치 저희 할아버지랑 할아버지 친구들 모습을 보는거 같아서 보는 내내 흐뭇하고 너무 좋았어요!! 박인환 할아버지는 스크린에서 거의 처음 본거 같은데 반갑더라구요!!  "
"438","부모님 보여드렸더니 할아버지 할머니 모시고 다시 봐야겠다고 하시네요! 꼭 부모님 손잡고 보세요!! 잔잔한 감동이 아직도 가시질 않아요!  "
"439","내 나이 일흔이 되었을 때 나와 나의 친구들은 어떻게 함께 살아가고 있을까?  "
"440","첫 월급으로 부모님 모시고 갔는데 정말 좋아하셨어요! 부모님 모시고 꼭 보러가세요!!  "
"441","아버지가 우셨어요 ㅠㅠ  "
"442","잔잔하게 와닿는 영화, 부모님 모시고 다시 한 번 찾아야겠어요  "
"443","나도 늙으면 저런 친구들과 함께 삶을 나눌 수 있을까  "
"444","가족들 특히, 할아버지 할머니를 꼭 모시고 봤으면 좋겠어요... 아버지께서 감명 깊으셨는지... 끝나고 한참을 앉아있으시더라구요.  "
"445","간만에 로그인하게 만드는 영화네요... 픽션을 가지고 만든 영화라지만 모든 배우들의 진심이 느껴지더라구요  "
"446","관람객너무 따뜻한 영화에요.  "
"447","할아버지, 할머니를 모시고 다시 한 번 보러와야겠어요 ㅠㅠ 할아버지께서 옛날 친구들 이야기르 자주 해주셨는데 보는 내내 생각이 나더라구요  "
"448","픽션이라고 하기엔 정말 리얼함... 가슴 깊이 와 닿았습니다.  "
"449","앞으로 나의 노년은 어떻게 보내야 할 것인가에 대해 생각해보게 된 영화...  "
"450","평소 신구 선생님을 워낙 좋아했기에 찾아본 영환데 다른 선생님들에게 더 큰 감동을 느낀 영화였어요 ㅠ  "
"451","나도 지금의 내 친구들과 함께 세월이 흘러 저렇게 보낼 수 있을까? 따뜻했습니다.  "
"452","죽음에 가까워지는 노년의 자세에서 느끼는게 많았네요..  "
"453","대한민국 노년을 생각하게 된 영화  "
"454","예상보다는 재미있고 눈시울도 붉어지게 만드는 감동도 있는 영화.  "
"455","많은 사람이 봤으면 좋겠다.  "
"456","초호화 캐스팅없지만뭔가  가슴 먹먹해지는 그런 영화... 화려한 기술이 없어도 진한 여운이 남네요극중 배우들 처럼 나이를 먹고 웃으면서 영정사진을 찍을 수 있을까? 라는 생각이 드네요..가족끼리 꼭! 보시길 추천합니다  "
"457","관람객부모님 모시고 한번더 봐야겠어요 ~~  "
"458","관람객신구선생님 짱짱입니다!! 유쾌하고 감동도 굿  "
"459","요즘 영화들이 청소년이나 청년층에 맞춰져있는데 우리네 부모님들이 보실만한 영화가 하나나와서 좋네요웃음과 감동이 잔잔하네요^^  "
"460","주말에 온가족끼리 같이볼려고 예매했습니당~  "
"461","관람객마음이 따듯해지는 가족애를 느낄수 있었던 영화  "
"462","관람객영화 스물을 보는 것 같은 느낌 !!!  "
"463","관람객간만에 배꼽잡고 웃엇넹 ㅋㅋ  "
"464","관람객재밌게 잘봤습니다~!!  "
"465","관람객기대 안했는데 진짜 잘봤어여 홍보좀마니하삼ㅋㅋ  "
"466","이런 장르의 영화 완전좋아합니다 ! 스크린수좀 늘어났으면 좋겠네요  "
"467","관람객평점 처음남겨봅니다!! 진짜 추천할만해요!!  "
"468","관람객엄마모시고 보고왔네요관객이 저랑 엄마 딱 두명..ㅋㅋ덕분에 엄청 편안한 관람~걍 잔잔한 드라마정도입니당  "
"469","귀여운 할부지들 덕에 눈물 펑펑  "
"470","슬픈 즐거움을  던져 준 영화입니다  "
"471","배우들의 연기력만으로도 볼 만한 영화. 최선자씨 연기 정말 훌륭합니다.  "
"472","보고싶은데..시간대가 5시이후로 없다는ㄱ 너무 아쉽다..직장인들은 볼 시건이 없네요...ㅠㅠㅠ  "
"473","돌아가신 아버지 생각이 많이 납니다.  "
"474","너무 지루했다.작위적이고 스토리도 없고  "
"475","돈주고 벌 가치는 없다. 걍 드라마로 만들어도 됨.  "
"476","한국영화는 재미없다.  "
"477","박인환 선생님 연기 너무 잘하셔요 ㅜㅜ이 영화말고 최근에 박인환씨 나온 푸른노을이라는 영화도 재밌습니다 안보신분들  보세요  "
"478","행복해지는 영화  ㅎㅎ 영화 만들어주셔서 감사합니다.  덕분에 마음이 편안해졌어요  "
"479","굿 특히 마지막 사진관과 양희은 님 노래가 진한 여운을 주네요  "
"480","훗날.. 이렇게 되겠지.. 우리의 미래를 그린 영화  "
"481","전개와 연출이 좀 아쉬웠지만, 너무 슬펐다. 양희은 노래 ㅠ  "
"482","너무웃겼어요ㅋ연기짱  "
"483","아무생각없이봤다가 보물발견했네요 잘봤습니다  "
"484","관람객재미와 우정속에 깊은 정이 잘 그려졌네요!  "
"485","전체적으로  너무 감성적으로만 평가가 되어 있으니 영화자체..편집..스토리에 대한 이야기를 할 수가없내요전어머니와 퇴근 후 마지막 시간대를 봤어요 제가사는 지역에서 영화를 촬영했기때문에^^근데 전 좀..아쉬움이 많은 영화였답니다..  "
"486","꼭 봐야하는영화..울기도많이울었고..재밌기도 너무 재밌어요!!!♡  "
"487","진짜알바들이존재하는군요..시니어배우님들이출연한게아깝다는생각이드네요  "
"488","평점 너무 지나치게 높음...  "
"489","기대하지도 않았다...  "
"490","ㅋㅋ ㆍ?? ??ㆍㆍㆍㆍ  "
"491","감동이 있다고 해서 재미까지 보장된건 아니었다.  "
"492","알바들아 나들 때문에 낚였다. 재미없어서 중간에 보다 뛰쳐나옴  "
"493","이번달 개봉영화중 최악.. 보다가 나온영화는 오랜만.. 내용은 그렇다고 쳐도 너무 내용이뻔해서ㅠㅠ흐름이깨짐  "
"494","진짜끔찍함 0점못줘서 1점  "
"495","평점 9 라는게 믿기지가않는다 너무 과장됬음  그리고 장르도 코미디도아님 그냥 드라마임  그리고 다늙어서 왜저렇게 주책인지  스토리도 너무 엉성하고 재미없다  이런거찍을꺼면 확실하게 쥐어짜게 슬프게만들던지해야지  이배우들이면 충분히 가능함;  "
"496","점수가 너무 높군요. 밸런스를 맞춥시다  "
"497","노인 나오는 영화중에 황금연못이나 따를 영화가 있나?남들은 양들의 침묵 식인 살인마 한니발도 해보는데...메디슨 카운티의 다리처럼 멜로 드라마도 가능하고,노인을 들딱충이라고 부르는 나라에서 아이 캔 스피크처럼 대한민국이 노인을 효과적으로 소비하는 방법  "
"498","요 근래 봤던 영화 중 최악이었음. 스물 할아버지 버전같은 느낌;; 스물 재밌게 봤다면 보세요  "
"499","추억팔이 혹은 가벼운 코미디로는 나쁘지 않다. 그 추억은 월남전, 비틀스, 닭똥집까지 이르지만... 영화 속에서는 그저 클리셰다. 이것은 &#34;나 암이야&#34;가 나오는 순간 절정에 이른다. 이 영화는 어떤 의미에서 모든 장면을 절정으로 찍으려다 망가진다.  "
"500","미국판 꽃할배 &lt;라스트베가스&gt; 같은 영화 기대하고 보면 대실망, 딱 전형적인 한국 신파 영화 90년대영화라고 해도 믿을정도.  "
